O_ORDERKEY,O_ORDERDATE,O_TOTALPRICE,O_ORDERSTATUS,O_ORDERPRIORITY,CUSTOMER_NAME,MARKET_SEGMENT,NATION,REGION
5025254,1992-01-10,292237.98,F,2-HIGH,Customer#000114710,HOUSEHOLD,INDIA,ASIA
5268133,1992-01-10,50713.26,F,3-MEDIUM,Customer#000091576,HOUSEHOLD,PERU,AMERICA
5626592,1992-01-10,223735.25,F,1-URGENT,Customer#000003232,FURNITURE,KENYA,AFRICA
4869056,1992-01-10,96109.53,F,5-LOW,Customer#000083011,FURNITURE,GERMANY,EUROPE
5275680,1992-01-10,167768.17,F,1-URGENT,Customer#000098942,HOUSEHOLD,KENYA,AFRICA
5488833,1992-01-10,62735.17,F,1-URGENT,Customer#000132688,MACHINERY,GERMANY,EUROPE
5536132,1992-01-10,92402.98,F,1-URGENT,Customer#000051832,HOUSEHOLD,INDONESIA,ASIA
5585828,1992-01-10,249788.00,F,5-LOW,Customer#000014152,MACHINERY,ETHIOPIA,AFRICA
5860583,1992-01-10,207656.34,F,2-HIGH,Customer#000131047,HOUSEHOLD,FRANCE,EUROPE
5090017,1992-01-10,194918.76,F,3-MEDIUM,Customer#000019007,AUTOMOBILE,KENYA,AFRICA
5817219,1992-01-10,52898.32,F,4-NOT SPECIFIED,Customer#000097378,FURNITURE,PERU,AMERICA
5060803,1992-01-10,196896.17,F,5-LOW,Customer#000082562,MACHINERY,FRANCE,EUROPE
731143,1992-01-10,329039.55,F,4-NOT SPECIFIED,Customer#000096229,MACHINERY,BRAZIL,AMERICA
5021412,1992-01-10,274514.75,F,2-HIGH,Customer#000069235,HOUSEHOLD,ARGENTINA,AMERICA
627203,1992-01-10,182031.79,F,5-LOW,Customer#000094696,FURNITURE,ALGERIA,AFRICA
1081861,1992-01-10,219657.60,F,2-HIGH,Customer#000092039,AUTOMOBILE,FRANCE,EUROPE
697670,1992-01-10,92590.81,F,3-MEDIUM,Customer#000028045,AUTOMOBILE,IRAN,MIDDLE EAST
764419,1992-01-10,199850.32,F,3-MEDIUM,Customer#000134149,MACHINERY,CHINA,ASIA
5323559,1992-01-10,242647.35,F,2-HIGH,Customer#000122557,HOUSEHOLD,ARGENTINA,AMERICA
5143553,1992-01-10,231927.11,F,3-MEDIUM,Customer#000093559,MACHINERY,UNITED STATES,AMERICA
5619268,1992-01-10,203730.67,F,2-HIGH,Customer#000008164,AUTOMOBILE,IRAQ,MIDDLE EAST
5994055,1992-01-10,97996.58,F,2-HIGH,Customer#000091793,MACHINERY,INDIA,ASIA
957446,1992-01-10,66276.98,F,4-NOT SPECIFIED,Customer#000073057,BUILDING,MOROCCO,AFRICA
5654406,1992-01-10,110166.90,F,2-HIGH,Customer#000014866,MACHINERY,RUSSIA,EUROPE
5133827,1992-01-10,116993.42,F,2-HIGH,Customer#000142925,HOUSEHOLD,ROMANIA,EUROPE
5342560,1992-01-10,160830.27,F,3-MEDIUM,Customer#000106834,FURNITURE,VIETNAM,ASIA
5666244,1992-01-10,68517.81,F,3-MEDIUM,Customer#000099239,FURNITURE,VIETNAM,ASIA
5078948,1992-01-10,139150.24,F,4-NOT SPECIFIED,Customer#000037327,MACHINERY,INDONESIA,ASIA
5417795,1992-01-10,176717.45,F,2-HIGH,Customer#000060310,BUILDING,MOZAMBIQUE,AFRICA
5982948,1992-01-10,106033.38,F,5-LOW,Customer#000040381,HOUSEHOLD,GERMANY,EUROPE
1123843,1992-01-10,144383.46,F,4-NOT SPECIFIED,Customer#000145277,FURNITURE,MOROCCO,AFRICA
1178497,1992-01-10,150888.20,F,2-HIGH,Customer#000008398,FURNITURE,BRAZIL,AMERICA
805184,1992-01-10,147743.67,F,3-MEDIUM,Customer#000075079,AUTOMOBILE,UNITED STATES,AMERICA
5452451,1992-01-10,138971.53,F,3-MEDIUM,Customer#000063682,FURNITURE,CHINA,ASIA
4034502,1992-01-10,179009.83,F,1-URGENT,Customer#000139495,BUILDING,ARGENTINA,AMERICA
2169633,1992-01-10,306150.43,F,2-HIGH,Customer#000046828,HOUSEHOLD,INDIA,ASIA
2264576,1992-01-10,76219.98,F,5-LOW,Customer#000005692,BUILDING,INDIA,ASIA
976679,1992-01-10,25070.58,F,3-MEDIUM,Customer#000030040,MACHINERY,CHINA,ASIA
2888102,1992-01-10,163829.55,F,5-LOW,Customer#000131249,MACHINERY,VIETNAM,ASIA
730789,1992-01-10,38655.54,F,4-NOT SPECIFIED,Customer#000055603,AUTOMOBILE,PERU,AMERICA
2749347,1992-01-10,199549.14,F,3-MEDIUM,Customer#000088124,AUTOMOBILE,PERU,AMERICA
4509668,1992-01-10,118724.25,F,4-NOT SPECIFIED,Customer#000143098,MACHINERY,EGYPT,MIDDLE EAST
957795,1992-01-10,18865.63,F,5-LOW,Customer#000144310,HOUSEHOLD,KENYA,AFRICA
4648449,1992-01-10,35056.13,F,2-HIGH,Customer#000000568,BUILDING,JORDAN,MIDDLE EAST
4333060,1992-01-10,321122.44,F,5-LOW,Customer#000059417,MACHINERY,MOROCCO,AFRICA
4343141,1992-01-10,223415.60,F,2-HIGH,Customer#000147893,FURNITURE,ALGERIA,AFRICA
730241,1992-01-10,65817.92,F,2-HIGH,Customer#000149779,FURNITURE,JORDAN,MIDDLE EAST
4778501,1992-01-10,100727.04,F,1-URGENT,Customer#000042497,FURNITURE,IRAQ,MIDDLE EAST
4634406,1992-01-10,174455.18,F,2-HIGH,Customer#000030367,FURNITURE,ETHIOPIA,AFRICA
3024167,1992-01-10,72189.43,F,5-LOW,Customer#000043511,BUILDING,GERMANY,EUROPE
4702917,1992-01-10,94104.93,F,5-LOW,Customer#000089621,MACHINERY,ARGENTINA,AMERICA
3132001,1992-01-10,308281.69,F,3-MEDIUM,Customer#000064769,MACHINERY,INDIA,ASIA
3044611,1992-01-10,280396.01,F,2-HIGH,Customer#000080656,AUTOMOBILE,JORDAN,MIDDLE EAST
3587969,1992-01-10,182830.53,F,5-LOW,Customer#000110980,BUILDING,GERMANY,EUROPE
3029760,1992-01-10,68732.47,F,4-NOT SPECIFIED,Customer#000141043,FURNITURE,UNITED STATES,AMERICA
3568610,1992-01-10,215282.49,F,5-LOW,Customer#000006325,MACHINERY,KENYA,AFRICA
4451845,1992-01-10,184362.19,F,2-HIGH,Customer#000037754,MACHINERY,UNITED KINGDOM,EUROPE
3089861,1992-01-10,154278.44,F,1-URGENT,Customer#000127630,FURNITURE,ETHIOPIA,AFRICA
3143494,1992-01-10,53531.60,F,3-MEDIUM,Customer#000071137,FURNITURE,FRANCE,EUROPE
4707553,1992-01-10,343564.26,F,2-HIGH,Customer#000105490,FURNITURE,KENYA,AFRICA
229025,1992-01-10,185322.68,F,2-HIGH,Customer#000098287,FURNITURE,ETHIOPIA,AFRICA
4604161,1992-01-10,251172.10,F,2-HIGH,Customer#000081241,HOUSEHOLD,GERMANY,EUROPE
62883,1992-01-10,200157.55,F,2-HIGH,Customer#000088123,BUILDING,PERU,AMERICA
324230,1992-01-10,151363.55,F,1-URGENT,Customer#000013747,MACHINERY,CHINA,ASIA
285767,1992-01-10,235607.44,F,3-MEDIUM,Customer#000072943,FURNITURE,JORDAN,MIDDLE EAST
4919269,1992-01-10,123849.39,F,2-HIGH,Customer#000032785,MACHINERY,FRANCE,EUROPE
5943712,1992-01-10,198610.12,F,1-URGENT,Customer#000049171,MACHINERY,IRAQ,MIDDLE EAST
5203301,1992-01-10,20263.84,F,1-URGENT,Customer#000019822,FURNITURE,JORDAN,MIDDLE EAST
5545574,1992-01-10,138770.28,F,4-NOT SPECIFIED,Customer#000002303,FURNITURE,ALGERIA,AFRICA
4850502,1992-01-10,237353.03,F,3-MEDIUM,Customer#000003595,FURNITURE,BRAZIL,AMERICA
5192037,1992-01-10,163057.30,F,1-URGENT,Customer#000069202,AUTOMOBILE,JAPAN,ASIA
5076519,1992-01-10,149778.92,F,3-MEDIUM,Customer#000023717,HOUSEHOLD,RUSSIA,EUROPE
119456,1992-01-10,283644.49,F,4-NOT SPECIFIED,Customer#000089285,AUTOMOBILE,MOROCCO,AFRICA
5528961,1992-01-10,291495.72,F,2-HIGH,Customer#000051664,HOUSEHOLD,ARGENTINA,AMERICA
5725799,1992-01-10,194772.46,F,1-URGENT,Customer#000015169,BUILDING,RUSSIA,EUROPE
5136454,1992-01-10,17140.97,F,1-URGENT,Customer#000076363,FURNITURE,ALGERIA,AFRICA
4904896,1992-01-10,158035.26,F,1-URGENT,Customer#000005131,FURNITURE,ROMANIA,EUROPE
5003044,1992-01-10,47453.05,F,5-LOW,Customer#000030634,MACHINERY,FRANCE,EUROPE
4960544,1992-01-10,18626.86,F,4-NOT SPECIFIED,Customer#000134173,MACHINERY,GERMANY,EUROPE
5701733,1992-01-10,193686.49,F,1-URGENT,Customer#000129319,FURNITURE,INDIA,ASIA
128422,1992-01-10,178217.63,F,5-LOW,Customer#000083591,HOUSEHOLD,ARGENTINA,AMERICA
206437,1992-01-10,86407.39,F,4-NOT SPECIFIED,Customer#000027262,MACHINERY,CANADA,AMERICA
5834690,1992-01-10,116097.04,F,4-NOT SPECIFIED,Customer#000021904,FURNITURE,UNITED STATES,AMERICA
5879781,1992-01-10,163829.73,F,2-HIGH,Customer#000100969,HOUSEHOLD,JORDAN,MIDDLE EAST
4817440,1992-01-10,93814.22,F,1-URGENT,Customer#000096337,AUTOMOBILE,IRAQ,MIDDLE EAST
5734786,1992-01-10,130689.24,F,2-HIGH,Customer#000111764,BUILDING,ROMANIA,EUROPE
5874339,1992-01-10,10053.01,F,1-URGENT,Customer#000121396,FURNITURE,MOZAMBIQUE,AFRICA
4942245,1992-01-10,269024.74,F,2-HIGH,Customer#000106954,HOUSEHOLD,ARGENTINA,AMERICA
5678565,1992-01-10,56504.11,F,1-URGENT,Customer#000016814,BUILDING,CHINA,ASIA
5950016,1992-01-10,167432.33,F,2-HIGH,Customer#000139763,HOUSEHOLD,MOZAMBIQUE,AFRICA
5118944,1992-01-10,78625.28,F,4-NOT SPECIFIED,Customer#000007988,AUTOMOBILE,RUSSIA,EUROPE
5000355,1992-01-10,59091.59,F,3-MEDIUM,Customer#000066955,HOUSEHOLD,INDONESIA,ASIA
5682818,1992-01-10,266180.69,F,1-URGENT,Customer#000049015,AUTOMOBILE,ARGENTINA,AMERICA
5585985,1992-01-10,203625.31,F,4-NOT SPECIFIED,Customer#000089984,AUTOMOBILE,CANADA,AMERICA
571203,1992-01-10,258912.05,F,4-NOT SPECIFIED,Customer#000076297,FURNITURE,ARGENTINA,AMERICA
5453889,1992-01-10,70501.68,F,4-NOT SPECIFIED,Customer#000002683,MACHINERY,SAUDI ARABIA,MIDDLE EAST
5294631,1992-01-10,206087.53,F,2-HIGH,Customer#000007994,MACHINERY,BRAZIL,AMERICA
468801,1992-01-10,89879.85,F,3-MEDIUM,Customer#000114203,MACHINERY,IRAQ,MIDDLE EAST
558757,1992-01-10,130215.19,F,4-NOT SPECIFIED,Customer#000012671,HOUSEHOLD,UNITED STATES,AMERICA
442338,1992-01-10,6454.17,F,5-LOW,Customer#000008236,HOUSEHOLD,GERMANY,EUROPE
118628,1992-01-10,74744.46,F,2-HIGH,Customer#000078233,AUTOMOBILE,ROMANIA,EUROPE
5704385,1992-01-10,277202.87,F,1-URGENT,Customer#000096532,AUTOMOBILE,INDONESIA,ASIA
5381862,1992-01-10,280384.80,F,4-NOT SPECIFIED,Customer#000112739,MACHINERY,ETHIOPIA,AFRICA
361314,1992-01-10,219508.56,F,1-URGENT,Customer#000092374,FURNITURE,JAPAN,ASIA
114883,1992-01-10,337243.91,F,1-URGENT,Customer#000086650,MACHINERY,MOZAMBIQUE,AFRICA
14820,1992-01-10,133070.10,F,2-HIGH,Customer#000113462,HOUSEHOLD,JAPAN,ASIA
533829,1992-01-10,267889.74,F,4-NOT SPECIFIED,Customer#000116396,AUTOMOBILE,KENYA,AFRICA
503492,1992-01-10,154751.60,F,5-LOW,Customer#000020116,MACHINERY,INDONESIA,ASIA
5968038,1992-01-10,213926.53,F,2-HIGH,Customer#000032227,BUILDING,KENYA,AFRICA
85383,1992-01-10,92145.28,F,5-LOW,Customer#000104818,BUILDING,GERMANY,EUROPE
144741,1992-01-10,89052.14,F,2-HIGH,Customer#000053650,BUILDING,FRANCE,EUROPE
357382,1992-01-10,54431.95,F,4-NOT SPECIFIED,Customer#000120185,MACHINERY,JORDAN,MIDDLE EAST
209957,1992-01-10,215712.76,F,1-URGENT,Customer#000008899,AUTOMOBILE,ROMANIA,EUROPE
5984231,1992-01-10,100469.97,F,2-HIGH,Customer#000073124,MACHINERY,INDONESIA,ASIA
390113,1992-01-10,209174.69,F,5-LOW,Customer#000055231,HOUSEHOLD,IRAQ,MIDDLE EAST
58915,1992-01-10,121245.33,F,4-NOT SPECIFIED,Customer#000103627,BUILDING,RUSSIA,EUROPE
541796,1992-01-10,169010.62,F,2-HIGH,Customer#000030229,HOUSEHOLD,MOZAMBIQUE,AFRICA
376068,1992-01-10,29869.63,F,3-MEDIUM,Customer#000107141,BUILDING,IRAN,MIDDLE EAST
536100,1992-01-10,134683.51,F,3-MEDIUM,Customer#000123805,FURNITURE,IRAN,MIDDLE EAST
306950,1992-01-10,151827.37,F,1-URGENT,Customer#000129437,MACHINERY,IRAN,MIDDLE EAST
114275,1992-01-10,129827.79,F,2-HIGH,Customer#000027949,AUTOMOBILE,ROMANIA,EUROPE
1888448,1992-01-10,305722.36,F,1-URGENT,Customer#000076318,AUTOMOBILE,KENYA,AFRICA
227047,1992-01-10,184708.27,F,3-MEDIUM,Customer#000069617,MACHINERY,IRAQ,MIDDLE EAST
378400,1992-01-10,98505.13,F,1-URGENT,Customer#000006938,HOUSEHOLD,MOROCCO,AFRICA
467941,1992-01-10,58021.22,F,1-URGENT,Customer#000040294,AUTOMOBILE,JAPAN,ASIA
3744,1992-01-10,55911.15,F,3-MEDIUM,Customer#000064267,MACHINERY,IRAQ,MIDDLE EAST
431077,1992-01-10,140641.81,F,2-HIGH,Customer#000054679,BUILDING,ROMANIA,EUROPE
262433,1992-01-10,7437.31,F,4-NOT SPECIFIED,Customer#000008242,AUTOMOBILE,ETHIOPIA,AFRICA
99713,1992-01-10,129894.15,F,4-NOT SPECIFIED,Customer#000084992,AUTOMOBILE,CANADA,AMERICA
467552,1992-01-10,31817.21,F,4-NOT SPECIFIED,Customer#000043783,MACHINERY,RUSSIA,EUROPE
3786625,1992-01-10,36119.81,F,1-URGENT,Customer#000121810,MACHINERY,KENYA,AFRICA
5765857,1992-01-10,56072.28,F,1-URGENT,Customer#000130787,BUILDING,BRAZIL,AMERICA
1510119,1992-01-10,318446.67,F,2-HIGH,Customer#000057811,AUTOMOBILE,UNITED STATES,AMERICA
475168,1992-01-10,143175.94,F,5-LOW,Customer#000137116,BUILDING,MOROCCO,AFRICA
113348,1992-01-10,252384.81,F,5-LOW,Customer#000051338,MACHINERY,CANADA,AMERICA
1386528,1992-01-10,162520.75,F,3-MEDIUM,Customer#000143440,HOUSEHOLD,PERU,AMERICA
395269,1992-01-10,64011.36,F,2-HIGH,Customer#000009422,BUILDING,UNITED KINGDOM,EUROPE
1402658,1992-01-10,238141.99,F,2-HIGH,Customer#000119326,HOUSEHOLD,CANADA,AMERICA
1443941,1992-01-10,243069.94,F,3-MEDIUM,Customer#000112519,HOUSEHOLD,UNITED KINGDOM,EUROPE
1548545,1992-01-10,57537.19,F,3-MEDIUM,Customer#000082885,HOUSEHOLD,PERU,AMERICA
285702,1992-01-10,168669.32,F,1-URGENT,Customer#000089231,HOUSEHOLD,ETHIOPIA,AFRICA
318562,1992-01-10,175196.40,F,4-NOT SPECIFIED,Customer#000047534,AUTOMOBILE,ALGERIA,AFRICA
1754534,1992-01-10,193286.50,F,4-NOT SPECIFIED,Customer#000106178,MACHINERY,KENYA,AFRICA
4069991,1992-01-10,24450.57,F,1-URGENT,Customer#000061948,BUILDING,EGYPT,MIDDLE EAST
1317763,1992-01-10,180378.64,F,2-HIGH,Customer#000143665,BUILDING,CHINA,ASIA
3997761,1992-01-10,23452.08,F,1-URGENT,Customer#000122977,HOUSEHOLD,JAPAN,ASIA
589219,1992-01-10,126915.79,F,4-NOT SPECIFIED,Customer#000149020,AUTOMOBILE,ROMANIA,EUROPE
276961,1992-01-10,178923.77,F,2-HIGH,Customer#000138091,BUILDING,MOROCCO,AFRICA
4147717,1992-01-10,389075.37,F,4-NOT SPECIFIED,Customer#000128791,FURNITURE,ARGENTINA,AMERICA
4048133,1992-01-10,184245.31,F,5-LOW,Customer#000034939,HOUSEHOLD,RUSSIA,EUROPE
4152867,1992-01-10,195372.19,F,5-LOW,Customer#000014765,HOUSEHOLD,JAPAN,ASIA
1784160,1992-01-10,160407.20,F,5-LOW,Customer#000100715,HOUSEHOLD,MOZAMBIQUE,AFRICA
1270213,1992-01-10,102531.65,F,2-HIGH,Customer#000055882,MACHINERY,MOROCCO,AFRICA
1341859,1992-01-10,109764.69,F,3-MEDIUM,Customer#000135778,MACHINERY,MOROCCO,AFRICA
471138,1992-01-10,220520.54,F,3-MEDIUM,Customer#000010582,BUILDING,PERU,AMERICA
303873,1992-01-10,94278.84,F,2-HIGH,Customer#000121564,BUILDING,JORDAN,MIDDLE EAST
3699846,1992-01-10,23163.32,F,5-LOW,Customer#000008258,BUILDING,JORDAN,MIDDLE EAST
1240229,1992-01-10,266270.66,F,3-MEDIUM,Customer#000111395,FURNITURE,IRAQ,MIDDLE EAST
1596868,1992-01-10,188013.66,F,1-URGENT,Customer#000143981,BUILDING,IRAQ,MIDDLE EAST
48704,1992-01-10,241832.30,F,2-HIGH,Customer#000019555,AUTOMOBILE,UNITED STATES,AMERICA
18180,1992-01-10,51445.78,F,2-HIGH,Customer#000100441,FURNITURE,INDONESIA,ASIA
365281,1992-01-10,50044.08,F,1-URGENT,Customer#000131431,HOUSEHOLD,IRAQ,MIDDLE EAST
1400066,1992-01-10,132344.77,F,1-URGENT,Customer#000085715,AUTOMOBILE,MOROCCO,AFRICA
1244323,1992-01-10,137579.48,F,1-URGENT,Customer#000139174,MACHINERY,ROMANIA,EUROPE
4010148,1992-01-10,223891.27,F,3-MEDIUM,Customer#000105017,MACHINERY,PERU,AMERICA
4134144,1992-01-10,172626.03,F,4-NOT SPECIFIED,Customer#000081548,BUILDING,UNITED KINGDOM,EUROPE
3933505,1992-01-10,42501.99,F,1-URGENT,Customer#000084238,AUTOMOBILE,INDONESIA,ASIA
4069063,1992-01-10,70383.72,F,1-URGENT,Customer#000119230,BUILDING,VIETNAM,ASIA
4116706,1992-01-10,124409.15,F,4-NOT SPECIFIED,Customer#000126508,AUTOMOBILE,ALGERIA,AFRICA
138979,1992-01-10,25978.44,F,2-HIGH,Customer#000055493,BUILDING,INDIA,ASIA
1417186,1992-01-10,3883.36,F,4-NOT SPECIFIED,Customer#000000881,FURNITURE,EGYPT,MIDDLE EAST
3819041,1992-01-10,232172.27,F,1-URGENT,Customer#000036632,BUILDING,JAPAN,ASIA
3645059,1992-01-10,276694.80,F,3-MEDIUM,Customer#000038974,AUTOMOBILE,CHINA,ASIA
3940615,1992-01-10,82091.30,F,3-MEDIUM,Customer#000019015,MACHINERY,MOROCCO,AFRICA
1228481,1992-01-10,281172.31,F,4-NOT SPECIFIED,Customer#000034846,HOUSEHOLD,KENYA,AFRICA
3918850,1992-01-10,49545.99,F,3-MEDIUM,Customer#000074035,AUTOMOBILE,CHINA,ASIA
1292386,1992-01-10,129177.91,F,4-NOT SPECIFIED,Customer#000037627,AUTOMOBILE,UNITED STATES,AMERICA
95558,1992-01-10,77031.73,F,2-HIGH,Customer#000107198,AUTOMOBILE,IRAQ,MIDDLE EAST
1750791,1992-01-10,106675.64,F,4-NOT SPECIFIED,Customer#000011371,FURNITURE,CHINA,ASIA
1370182,1992-01-10,6334.33,F,2-HIGH,Customer#000100766,HOUSEHOLD,CANADA,AMERICA
1380320,1992-01-10,291904.21,F,5-LOW,Customer#000114208,FURNITURE,PERU,AMERICA
3837345,1992-01-10,77276.05,F,5-LOW,Customer#000013555,HOUSEHOLD,ROMANIA,EUROPE
1378082,1992-01-10,14978.60,F,1-URGENT,Customer#000026947,AUTOMOBILE,EGYPT,MIDDLE EAST
4164704,1992-01-10,103944.43,F,1-URGENT,Customer#000089899,AUTOMOBILE,RUSSIA,EUROPE
3743201,1992-01-10,163781.77,F,1-URGENT,Customer#000134263,FURNITURE,PERU,AMERICA
1747970,1992-01-10,5316.51,F,2-HIGH,Customer#000074239,HOUSEHOLD,GERMANY,EUROPE
3833604,1992-01-10,187867.83,F,1-URGENT,Customer#000026992,MACHINERY,CANADA,AMERICA
1576612,1992-01-10,163729.31,F,1-URGENT,Customer#000147184,FURNITURE,KENYA,AFRICA
3650692,1992-01-10,70525.37,F,3-MEDIUM,Customer#000055660,HOUSEHOLD,CHINA,ASIA
4070787,1992-01-10,58931.72,F,5-LOW,Customer#000001807,MACHINERY,FRANCE,EUROPE
357764,1992-01-10,128734.62,F,3-MEDIUM,Customer#000014821,HOUSEHOLD,EGYPT,MIDDLE EAST
4088583,1992-01-10,163637.96,F,3-MEDIUM,Customer#000096605,MACHINERY,ETHIOPIA,AFRICA
3842529,1992-01-10,52606.85,F,2-HIGH,Customer#000035545,AUTOMOBILE,CHINA,ASIA
3975395,1992-01-10,143843.20,F,1-URGENT,Customer#000062536,AUTOMOBILE,MOZAMBIQUE,AFRICA
1378019,1992-01-10,167701.14,F,5-LOW,Customer#000138569,BUILDING,ARGENTINA,AMERICA
1348423,1992-01-10,282705.89,F,1-URGENT,Customer#000048028,AUTOMOBILE,MOROCCO,AFRICA
1534179,1992-01-10,82432.93,F,1-URGENT,Customer#000071603,AUTOMOBILE,MOZAMBIQUE,AFRICA
3809123,1992-01-10,218385.40,F,1-URGENT,Customer#000015157,FURNITURE,GERMANY,EUROPE
3674407,1992-01-10,106085.36,F,2-HIGH,Customer#000071185,MACHINERY,MOROCCO,AFRICA
1369248,1992-01-10,327012.48,F,2-HIGH,Customer#000034216,MACHINERY,BRAZIL,AMERICA
1749447,1992-01-10,209075.49,F,2-HIGH,Customer#000116500,BUILDING,ARGENTINA,AMERICA
1448067,1992-01-10,87103.85,F,3-MEDIUM,Customer#000004231,AUTOMOBILE,ETHIOPIA,AFRICA
1704068,1992-01-10,85842.20,F,5-LOW,Customer#000112174,HOUSEHOLD,JAPAN,ASIA
1550404,1992-01-10,17950.58,F,3-MEDIUM,Customer#000129037,AUTOMOBILE,FRANCE,EUROPE
4058886,1992-01-10,188968.66,F,4-NOT SPECIFIED,Customer#000043541,FURNITURE,UNITED STATES,AMERICA
3900582,1992-01-10,54103.80,F,1-URGENT,Customer#000147685,BUILDING,CANADA,AMERICA
1274855,1992-01-10,251609.60,F,3-MEDIUM,Customer#000094210,MACHINERY,GERMANY,EUROPE
3824295,1992-01-10,327964.73,F,2-HIGH,Customer#000058651,BUILDING,MOZAMBIQUE,AFRICA
1434982,1992-01-10,235054.66,F,4-NOT SPECIFIED,Customer#000031021,HOUSEHOLD,ETHIOPIA,AFRICA
1652709,1992-01-10,150367.05,F,2-HIGH,Customer#000066283,BUILDING,INDONESIA,ASIA
3977510,1992-01-10,114875.64,F,2-HIGH,Customer#000124126,HOUSEHOLD,SAUDI ARABIA,MIDDLE EAST
3643718,1992-01-10,55961.32,F,2-HIGH,Customer#000111121,MACHINERY,ETHIOPIA,AFRICA
254853,1992-01-10,162549.40,F,4-NOT SPECIFIED,Customer#000082463,BUILDING,RUSSIA,EUROPE
3752160,1992-01-10,202424.94,F,2-HIGH,Customer#000051346,AUTOMOBILE,JORDAN,MIDDLE EAST
4049702,1992-01-10,141555.10,F,5-LOW,Customer#000071698,HOUSEHOLD,INDONESIA,ASIA
3765347,1992-01-10,136354.54,F,4-NOT SPECIFIED,Customer#000084455,FURNITURE,VIETNAM,ASIA
4190631,1992-01-10,178449.20,F,2-HIGH,Customer#000004048,MACHINERY,KENYA,AFRICA
4528322,1992-01-10,43937.78,F,4-NOT SPECIFIED,Customer#000042731,AUTOMOBILE,IRAQ,MIDDLE EAST
5945984,1992-01-10,144178.06,F,2-HIGH,Customer#000035096,FURNITURE,IRAQ,MIDDLE EAST
1626629,1992-01-10,72666.75,F,1-URGENT,Customer#000085588,BUILDING,IRAN,MIDDLE EAST
1377025,1992-01-10,221633.52,F,1-URGENT,Customer#000014080,HOUSEHOLD,RUSSIA,EUROPE
2582115,1992-01-10,127503.74,F,4-NOT SPECIFIED,Customer#000035726,MACHINERY,UNITED KINGDOM,EUROPE
1048768,1992-01-10,57772.75,F,5-LOW,Customer#000020431,HOUSEHOLD,PERU,AMERICA
2591139,1992-01-10,111077.13,F,2-HIGH,Customer#000135277,HOUSEHOLD,EGYPT,MIDDLE EAST
3160064,1992-01-10,17407.87,F,2-HIGH,Customer#000106300,HOUSEHOLD,PERU,AMERICA
2875777,1992-01-10,110866.76,F,3-MEDIUM,Customer#000112448,BUILDING,EGYPT,MIDDLE EAST
2480802,1992-01-10,113343.63,F,3-MEDIUM,Customer#000059671,HOUSEHOLD,CANADA,AMERICA
2936423,1992-01-10,246976.09,F,3-MEDIUM,Customer#000036265,HOUSEHOLD,MOZAMBIQUE,AFRICA
2793284,1992-01-10,224210.28,F,4-NOT SPECIFIED,Customer#000133027,FURNITURE,BRAZIL,AMERICA
2812327,1992-01-10,110936.68,F,5-LOW,Customer#000001567,BUILDING,UNITED STATES,AMERICA
2020164,1992-01-10,80212.19,F,4-NOT SPECIFIED,Customer#000135211,FURNITURE,PERU,AMERICA
1897028,1992-01-10,132547.87,F,4-NOT SPECIFIED,Customer#000126626,FURNITURE,ETHIOPIA,AFRICA
1866150,1992-01-10,205095.10,F,3-MEDIUM,Customer#000000517,FURNITURE,IRAN,MIDDLE EAST
2033699,1992-01-10,123844.00,F,3-MEDIUM,Customer#000095518,BUILDING,IRAQ,MIDDLE EAST
2101379,1992-01-10,171628.26,F,5-LOW,Customer#000076718,HOUSEHOLD,JAPAN,ASIA
1977921,1992-01-10,91565.24,F,2-HIGH,Customer#000104782,AUTOMOBILE,ETHIOPIA,AFRICA
383650,1992-01-10,115734.31,F,5-LOW,Customer#000118067,MACHINERY,SAUDI ARABIA,MIDDLE EAST
565094,1992-01-10,275228.54,F,1-URGENT,Customer#000037997,AUTOMOBILE,SAUDI ARABIA,MIDDLE EAST
529958,1992-01-10,87481.01,F,1-URGENT,Customer#000026560,HOUSEHOLD,INDIA,ASIA
418150,1992-01-10,58936.36,F,4-NOT SPECIFIED,Customer#000023113,MACHINERY,SAUDI ARABIA,MIDDLE EAST
62051,1992-01-10,169609.98,F,1-URGENT,Customer#000036208,FURNITURE,FRANCE,EUROPE
241221,1992-01-10,43758.07,F,4-NOT SPECIFIED,Customer#000142526,FURNITURE,INDONESIA,ASIA
544807,1992-01-10,199088.99,F,4-NOT SPECIFIED,Customer#000121243,AUTOMOBILE,CANADA,AMERICA
547074,1992-01-10,96240.52,F,3-MEDIUM,Customer#000004624,MACHINERY,RUSSIA,EUROPE
524708,1992-01-10,42584.87,F,2-HIGH,Customer#000102926,FURNITURE,INDONESIA,ASIA
517057,1992-01-10,199044.69,F,1-URGENT,Customer#000044123,FURNITURE,FRANCE,EUROPE
155782,1992-01-10,338928.35,F,1-URGENT,Customer#000041218,MACHINERY,ALGERIA,AFRICA
544453,1992-01-10,134792.74,F,5-LOW,Customer#000096778,FURNITURE,ROMANIA,EUROPE
53474,1992-01-10,135607.80,F,4-NOT SPECIFIED,Customer#000011671,MACHINERY,JORDAN,MIDDLE EAST
191939,1992-01-10,31359.07,F,4-NOT SPECIFIED,Customer#000015625,HOUSEHOLD,CHINA,ASIA
462083,1992-01-10,64124.73,F,1-URGENT,Customer#000022687,AUTOMOBILE,ROMANIA,EUROPE
